title,release_year,genre,vote_average,popularity,vote_count,original_language,cluster
My Girl,1991,"Comedy, Drama",7.4,19.2,1639,en,3
The Break-Up,2006,"Romance, Comedy",5.8,19.199,2224,en,9
The Final Wish,2019,Horror,5.2,19.195,107,en,5
Upside Down,2012,"Romance, Science Fiction, Drama, Fantasy",6.2,19.191,2146,en,6
Terminal,2018,"Crime, Drama, Thriller",5.5,19.186,622,en,8
Dead Snow 2: Red vs. Dead,2014,"Horror, Action, Comedy",6.6,19.184,476,no,5
Into the Labyrinth,2019,"Thriller, Mystery",6.4,19.181,357,it,4
The Secret Garden,2020,"Family, Fantasy, Drama",6.4,19.18,451,en,6
SPL: Kill Zone,2005,"Action, Crime, Drama, Thriller",6.9,19.18,210,zh,8
The Family Man,2000,"Comedy, Drama, Romance, Fantasy",6.7,19.18,1500,en,9
Cop Land,1997,"Action, Crime, Drama",6.8,19.173,1127,en,1
Bushwhacked,1995,"Adventure, Family, Comedy",5.3,19.169,93,en,0
The Yin-Yang Master: Dream of Eternity,2020,"Action, Drama, Fantasy, Mystery, Science Fiction",7.7,19.168,116,zh,2
The Trust,2016,"Crime, Thriller",5.0,19.168,365,en,8
Force of Execution,2013,"Action, Crime",4.8,19.167,63,en,8
Ghost in the Shell Arise - Border 2: Ghost Whispers,2013,"Action, Animation, Science Fiction, Thriller",7.1,19.165,97,ja,2
Problem Child 2,1991,Comedy,5.9,19.161,459,en,3
Sudden Impact,1983,"Crime, Action, Thriller",6.5,19.16,639,en,8
Gold,2016,"Adventure, Drama, Thriller",6.6,19.156,1307,en,4
The Vikings,1958,"Action, Adventure, History",7.1,19.156,220,en,10
The Life Aquatic with Steve Zissou,2004,"Adventure, Comedy, Drama",7.2,19.154,2199,en,3
Pooh's Grand Adventure: The Search for Christopher Robin,1997,"Animation, Family, Adventure",7.1,19.149,262,en,0
The Water Man,2020,Adventure,6.3,19.141,188,en,10
Aloha,2015,"Drama, Comedy, Romance",5.5,19.14,1733,en,9
The Snowman,2017,"Crime, Thriller, Horror",5.2,19.139,1859,en,7
The Woman in Black,2012,"Drama, Horror, Thriller",6.1,19.138,2961,en,7
Untold: Crimes & Penalties,2021,"Documentary, Crime",6.8,19.134,19,en,3
Moulin Rouge!,2001,"Drama, Romance, Music",7.6,19.134,3752,en,6
Brimstone,2016,"Western, Mystery, Thriller, Drama",7.1,19.13,834,en,4
Golden Job,2018,"Action, Adventure, Crime",6.4,19.128,59,cn,10
Teen Wolf Too,1987,"Comedy, Fantasy, Family",4.1,19.128,145,en,0
Ms. Kristina Moran: Ang Babaeng Palaban,1999,"Comedy, Romance",0.0,19.126,0,tl,9
Alien Overlords,2018,"Action, Science Fiction, Drama, Horror",4.1,19.124,10,en,2
Here Comes the Boom,2012,"Comedy, Action",6.2,19.123,1188,en,3
Missing in Action,1984,"Action, Adventure, Thriller, War",5.7,19.121,342,en,10
The Men Who Stare at Goats,2009,"Comedy, War",6.0,19.121,1806,en,3
The Day of the Jackal,1973,"Action, Thriller",7.6,19.12,391,en,8
Joe Bell,2021,"Drama, Adventure",5.8,19.118,58,en,6
Twin Peaks: Fire Walk with Me,1992,"Drama, Mystery, Horror",7.3,19.115,1444,en,5
The Disappearance of Haruhi Suzumiya,2010,"Comedy, Science Fiction, Mystery, Animation, Drama",7.7,19.11,157,ja,3
The Bounty Hunter,2010,"Comedy, Action, Drama",5.8,19.11,2363,en,1
Billy Elliot,2000,"Drama, Comedy, Music",7.6,19.104,3152,en,3
The Heartbreak Kid,2007,"Comedy, Romance",5.7,19.102,1292,en,9
Insomnia,2002,"Crime, Mystery, Thriller",6.9,19.097,3670,en,8
Rounders,1998,"Drama, Crime",7.0,19.092,1330,en,6
Benji,2018,"Crime, Drama",7.0,19.089,243,en,6
K-PAX,2001,"Science Fiction, Drama",7.2,19.089,1831,en,6
Trash,2014,"Adventure, Crime, Drama, Thriller",7.1,19.086,501,pt,8
Crimson Rivers II: Angels of the Apocalypse,2004,"Action, Thriller, Crime",6.1,19.085,552,fr,8
Along Came a Spider,2001,"Crime, Mystery, Thriller, Action",6.3,19.085,1406,en,8
Superman II: The Richard Donner Cut,2006,"Science Fiction, Action, Adventure",7.5,19.084,174,en,11
Pain and Glory,2019,Drama,7.5,19.08,1438,es,6
Puppylove,2013,"Romance, Drama",5.8,19.08,24,fr,6
Tom and Jerry & The Wizard of Oz,2011,"Family, Animation, Comedy, Fantasy",6.0,19.076,75,en,0
The Scorpion King 4: Quest for Power,2015,"Action, Adventure, Fantasy",5.1,19.074,157,en,10
All the President's Men,1976,"Drama, History, Mystery, Thriller",7.7,19.071,1366,en,4
StreetDance 2,2012,"Music, Romance, Drama",6.1,19.07,327,en,6
Seven Psychopaths,2012,"Comedy, Crime",6.8,19.065,3121,en,3
Tales from Earthsea,2006,"Animation, Fantasy, Adventure",6.6,19.064,1012,ja,10
Law of Desire,1987,"Comedy, Drama, Thriller",7.3,19.063,192,es,4
Prospect,2018,Science Fiction,6.1,19.061,552,en,2
Flight of the Phoenix,2004,"Action, Adventure, Drama, Thriller",6.0,19.057,674,en,1
Downrange,2018,"Thriller, Horror",5.8,19.056,229,en,7
One Direction: This Is Us,2013,"Documentary, Music",8.5,19.054,885,en,3
The Fanatic,2019,"Crime, Thriller",4.5,19.053,200,en,8
Christmas with the Kranks,2004,"Comedy, Family",6.1,19.051,848,en,3
Batman & Mr. Freeze: SubZero,1998,"Animation, Action, Crime, Family",7.0,19.05,314,en,0
Quarantine 2: Terminal,2011,"Horror, Mystery, Science Fiction",5.7,19.049,430,en,5
The Virgin Suicides,1999,"Drama, Romance",7.1,19.043,2435,en,6
Batman Unlimited: Animal Instincts,2015,"Action, Animation, Family",5.7,19.042,119,en,0
Extraterrestrial,2014,"Horror, Science Fiction",5.5,19.042,393,en,5
All About My Mother,1999,"Comedy, Drama",7.7,19.042,1409,es,3
Beyond the Boundary: I'll Be Here – Future,2015,"Animation, Action, Fantasy, Drama, Comedy",7.5,19.041,62,ja,1
Armored,2009,"Action, Crime, Drama, Thriller, Mystery",5.7,19.039,512,en,8
The Women and the Murderer,2021,"Documentary, Crime",6.0,19.037,18,fr,3
Welcome to Sudden Death,2020,Action,6.3,19.037,231,en,2
Blue Is the Warmest Color,2013,"Romance, Drama",7.1,19.035,3787,fr,6
A Nightmare on Elm Street: The Dream Child,1989,"Horror, Thriller",5.4,19.03,901,en,7
Miss Willoughby and the Haunted Bookshop,2022,"Mystery, Crime",4.4,19.028,5,en,8
Battle for the Planet of the Apes,1973,"Action, Science Fiction",5.7,19.026,648,en,2
Beauty and the Beast,1946,"Drama, Fantasy, Romance",7.5,19.024,449,fr,6
Heidi,2015,"Adventure, Family",7.1,19.023,316,de,0
Christiane F.,1981,Drama,7.3,19.022,1019,de,6
Beneath,2013,Horror,5.4,19.02,119,en,5
Wild Tales,2014,"Drama, Thriller, Comedy",7.8,19.015,2574,es,4
The Girl in the Spider's Web,2018,"Action, Crime, Thriller, Drama",6.1,19.014,1069,en,8
Salon Kitty,1976,"Drama, War",5.4,19.014,84,it,6
You've Got Mail,1998,"Comedy, Romance",6.6,19.012,2597,en,9
Monster High: Freaky Fusion,2014,Animation,7.7,19.009,82,en,0
Farewell My Concubine,1993,Drama,7.9,19.009,353,zh,6
The Sting,1973,"Comedy, Crime, Drama",8.0,19.009,1932,en,3
The Elephant Man,1980,"Drama, History",8.1,19.009,2605,en,6
The Longest Day,1962,War,7.6,19.0,721,en,3
Fried Green Tomatoes,1991,"Drama, Comedy",7.7,18.993,1033,en,3
A River Runs Through It,1992,"Drama, Family",7.1,18.993,783,en,6
Sorry Angel,2018,Drama,6.9,18.992,180,fr,6
Coneheads,1993,"Comedy, Science Fiction, Family",5.3,18.99,710,en,3
The Reaping,2007,Horror,5.7,18.99,636,en,5
Master and Commander: The Far Side of the World,2003,"Adventure, Drama, War",7.1,18.989,2408,en,6
After the Ball,2015,Comedy,6.4,18.985,232,en,3
1987: When the Day Comes,2017,"Drama, History, Thriller",8.0,18.978,95,ko,4
The Thirteenth Floor,1999,"Thriller, Science Fiction, Mystery",7.0,18.975,980,en,4
Never Cry Werewolf,2008,Horror,5.7,18.972,73,en,5
My Neighbors the Yamadas,1999,"Animation, Family",6.9,18.972,353,ja,0
Frailty,2001,"Drama, Thriller, Crime",7.0,18.97,879,en,8
Bone Tomahawk,2015,"Western, Horror",6.8,18.965,1601,en,5
Camp Rock,2008,"Family, Music, Comedy, Drama, TV Movie, Romance",6.4,18.961,1832,en,9
Marvel One-Shot: All Hail the King,2014,"Action, Comedy, Fantasy, Thriller",6.9,18.96,338,en,10
The 6th Day,2000,"Science Fiction, Mystery, Action",5.9,18.956,1573,en,2
The Town that Dreaded Sundown,2014,"Thriller, Horror",5.8,18.955,341,en,7
Marvel One-Shot: Item 47,2012,"Science Fiction, Action, Fantasy",6.5,18.95,347,en,2
The Wedding Veil Legacy,2022,"TV Movie, Comedy, Romance",5.8,18.948,6,en,9
Nutty Professor II: The Klumps,2000,"Fantasy, Comedy, Romance, Science Fiction",5.0,18.948,1036,en,9
Old Henry,2021,"Western, Thriller",7.4,18.946,138,en,4
Unlocked,2017,"Action, Thriller",6.2,18.946,869,en,8
Fantomas Unleashed,1965,"Comedy, Crime, Adventure, Fantasy",6.7,18.946,378,fr,10
Little,2019,"Comedy, Fantasy, Romance",6.8,18.936,542,en,9
The Captive,2014,"Drama, Thriller, Crime",5.9,18.935,907,en,8
Playmobil: The Movie,2019,"Family, Animation, Comedy, Adventure",5.7,18.932,200,en,0
The Recall,2017,"Science Fiction, Horror",4.6,18.926,293,en,5
Barely Lethal,2015,"Adventure, Comedy, Action, Romance",5.8,18.924,888,en,9
Love the Coopers,2015,"Comedy, Family, Drama",6.0,18.921,655,en,3
Alpha and Omega,2010,"Animation, Family, Comedy, Adventure, Romance",5.9,18.921,410,en,0
The Lost Boys,1987,"Horror, Comedy",7.0,18.92,1493,en,5
Misha and the Wolves,2021,Documentary,7.2,18.918,17,en,3
Cockneys vs Zombies,2012,"Comedy, Horror",5.7,18.918,313,en,5
The Stolen Princess,2018,"Animation, Comedy, Adventure, Family",6.8,18.915,94,en,0
Don't Hang Up,2016,"Horror, Thriller",6.1,18.913,394,en,7
Stealth,2005,"Science Fiction, Action, War",5.3,18.911,775,en,2
Argo,2012,"Drama, Thriller",7.3,18.91,6981,en,4
2010,1984,"Thriller, Science Fiction",6.7,18.91,715,en,4
Iron Man: Rise of Technovore,2013,"Science Fiction, Animation, Action",5.8,18.908,130,ja,2
Harmony,2015,"Thriller, Animation, Science Fiction",7.1,18.905,56,ja,2
Allan Quatermain and the Lost City of Gold,1986,"Adventure, Action, Comedy",4.8,18.898,198,en,10
Jackie Brown,1997,"Crime, Thriller, Drama",7.3,18.897,5146,en,8
"Monster High: Frights, Camera, Action!",2014,"Family, Animation, Fantasy",7.1,18.896,91,en,0
The Maltese Falcon,1941,"Mystery, Crime, Thriller",7.8,18.893,1223,en,8
Run Lola Run,1998,"Action, Drama, Thriller",7.3,18.89,1674,de,1
This Little Love of Mine,2021,"Romance, Comedy",6.3,18.889,90,en,9
Sleeping Beauties,2017,"Fantasy, Comedy",3.9,18.887,10,en,3
The Punisher,1989,"Action, Thriller",5.7,18.882,422,en,8
In the Name of the Father,1993,Drama,7.9,18.88,1321,en,6
Misbehaviour,2020,"Drama, History, Comedy",6.4,18.877,184,en,3
Ken Park,2002,Drama,5.8,18.876,392,en,6
Love,2015,"Drama, Romance",6.4,18.875,1891,en,6
Runaway Bride,1999,"Comedy, Romance",6.1,18.875,1597,en,9
Miami Vice,2006,"Action, Crime, Thriller",5.9,18.873,1332,en,8
Rust Creek,2019,"Thriller, Drama",6.4,18.864,215,en,4
Criminal Activities,2015,"Thriller, Crime, Drama",5.9,18.861,245,en,8
Fir Crazy,2013,"Comedy, Romance, TV Movie",5.9,18.858,54,en,9
Bratz,2007,"Comedy, Music",5.7,18.858,349,en,3
The Ewok Adventure,1984,"Adventure, Family, Fantasy, Science Fiction, TV Movie",6.0,18.855,239,en,11
Lamb,2016,Drama,6.3,18.849,43,en,6
Romeo Must Die,2000,"Action, Crime, Thriller",6.2,18.847,900,en,8
Metropolis,1927,"Drama, Science Fiction",8.2,18.847,1999,de,6
Drunk Parents,2019,Comedy,4.7,18.842,192,en,3
The Ruins,2008,Horror,5.9,18.842,851,en,5
Just Married,2003,"Comedy, Romance",5.7,18.841,1086,en,9
Next Gen,2018,"Animation, Action, Adventure, Family",7.0,18.839,586,en,0
13 Sins,2014,"Horror, Thriller",6.3,18.839,865,en,7
The Lighthouse of the Orcas,2016,"Drama, Romance",7.0,18.838,179,es,6
Police Story: Lockdown,2013,"Action, Crime, Drama, Thriller",6.0,18.835,250,zh,8
Cube,1997,"Thriller, Science Fiction, Mystery",6.8,18.834,3704,en,4
8MM,1999,"Thriller, Crime, Mystery",6.4,18.833,1483,en,8
Mr. Brooks,2007,"Crime, Thriller",6.9,18.825,1346,en,8
My Friend's Wife,2015,Romance,6.3,18.824,4,ko,9
The Unbearable Lightness of Being,1988,"Comedy, Romance, Drama",7.1,18.824,320,en,9
Waves,2019,"Romance, Drama",7.5,18.823,409,en,6
Macross: Do You Remember Love?,1984,"Animation, Science Fiction, War, Action, Romance, Music",6.9,18.823,53,ja,2
Grabbers,2012,"Science Fiction, Comedy, Thriller, Horror, Mystery",6.1,18.815,334,en,7
Chaos,2005,"Drama, Action, Crime",6.3,18.815,787,en,1
Berlin Drifters,2017,Drama,5.0,18.813,7,ja,6
Puella Magi Madoka Magica the Movie Part III: Rebellion,2013,"Mystery, Animation, Fantasy",7.7,18.811,131,ja,0
After the Rain,2018,"Romance, Drama",7.6,18.808,28,ja,6
Denial,2016,"Drama, History",6.8,18.808,521,en,6
Perras,2011,"Thriller, Drama, Romance",6.8,18.806,142,es,4
S. Darko,2009,"Thriller, Crime, Science Fiction, Mystery",4.3,18.804,375,en,8
The Crow: Salvation,2000,"Action, Thriller, Crime, Fantasy, Mystery",5.4,18.804,241,en,8
Romancing the Stone,1984,"Adventure, Action, Comedy, Romance",6.7,18.804,1386,en,9
Velvet Buzzsaw,2019,"Thriller, Mystery, Horror",5.3,18.803,1594,en,7
Sissi: The Young Empress,1956,"Drama, Comedy, Romance",7.2,18.802,271,de,9
Get Shorty,1995,"Comedy, Thriller, Crime",6.5,18.801,773,en,8
The Forgotten,2004,"Thriller, Drama, Horror, Mystery, Science Fiction",5.9,18.8,904,en,7
Love Hurts,2002,"Drama, Romance",7.6,18.799,187,es,6
Certain Women,2016,Drama,5.9,18.798,247,en,6
Exit Wounds,2001,"Action, Crime, Thriller",5.6,18.79,344,en,8
Monster High: Ghouls Rule,2012,"Animation, Family",6.7,18.789,77,en,0
High Plains Drifter,1973,"Western, Drama, Mystery",7.4,18.785,798,en,6
The Shaggy Dog,2006,"Comedy, Family",4.9,18.784,465,en,3
The Game,1997,"Drama, Thriller, Mystery",7.6,18.784,4915,en,4
Burnt,2015,Drama,6.5,18.777,2738,en,6
All Dogs Go to Heaven,1989,"Drama, Animation, Family, Comedy, Fantasy",6.7,18.777,807,en,0
Careful What You Wish For,2015,"Drama, Thriller",6.1,18.774,327,en,4
Pray Away,2021,Documentary,7.0,18.773,43,en,3
Doraemon: Nobita and the Space Heroes,2015,"Comedy, Animation, Family, Adventure, Science Fiction, Fantasy",6.1,18.772,47,ja,0
Harry and the Hendersons,1987,"Comedy, Family, Fantasy",6.1,18.772,541,en,0
Lupin the Third: Goemon's Blood Spray,2017,"Animation, Action, Crime",7.9,18.77,94,ja,2
Shortbus,2006,"Romance, Drama, Comedy",6.4,18.77,368,en,9
Evil,2003,Drama,7.3,18.763,241,sv,6
Ringu,1998,"Horror, Thriller",7.1,18.762,979,ja,7
Time to Hunt,2020,"Drama, Action, Thriller",7.2,18.76,214,ko,1
Hotel Chevalier,2007,"Drama, Romance",7.0,18.756,655,en,6
Swat: Unit 887,2015,"Thriller, Action",5.0,18.754,16,en,8
"It's a Mad, Mad, Mad, Mad World",1963,"Action, Adventure, Comedy, Crime",7.0,18.752,407,en,10
Muppets Most Wanted,2014,"Comedy, Adventure, Crime, Family",6.3,18.751,676,en,0
Psycho,1998,"Mystery, Thriller, Horror",5.1,18.749,776,en,7
Cold Mountain,2003,"Adventure, Drama, History, Romance",6.9,18.746,1401,en,6
Jackass Shark Week,2021,"Comedy, Action, Documentary",5.5,18.741,4,en,3
The Haunting in Connecticut,2009,"Thriller, Horror",6.2,18.74,892,en,7
Firestarter,1984,"Horror, Thriller, Science Fiction",6.2,18.739,490,en,7
Green Street Hooligans: Underground,2013,"Action, Drama",5.3,18.737,113,en,1
Iblis Dalam Kandungan,2022,Horror,0.0,18.733,0,en,5
Bullet to the Head,2013,"Action, Crime, Thriller",5.5,18.732,1007,en,8
Mickey's Once Upon a Christmas,1999,"Animation, Family, Comedy",7.1,18.726,513,en,0
Words on Bathroom Walls,2020,"Drama, Romance",8.0,18.725,397,en,6
Awakenings,1990,Drama,7.8,18.725,1844,en,6
August Rush,2007,"Family, Drama, Music",7.4,18.725,2316,en,6
The Third Man,1949,"Thriller, Mystery",8.0,18.725,1339,en,4
Batman vs. Two-Face,2017,"Action, Animation, Comedy",6.4,18.724,130,en,3
Motherless Brooklyn,2019,"Drama, Thriller",6.7,18.723,1099,en,4
Reign of Fire,2002,"Adventure, Action, Fantasy",6.1,18.723,1749,en,10
Adventures in Babysitting,1987,Comedy,6.8,18.722,491,en,3
Zombies,2017,"Horror, Action, Thriller, Mystery",5.6,18.721,31,de,7
Felon,2008,"Action, Crime, Drama, Mystery",7.2,18.721,646,en,1
The Whole Truth,2016,"Drama, Thriller",6.5,18.716,902,en,4
Playing with Love,1977,Drama,5.1,18.716,47,it,6
Mortal Kombat: Rebirth,2010,"Action, Fantasy",6.7,18.715,103,en,10
The Beach,2000,"Drama, Adventure, Romance, Thriller",6.4,18.713,3551,en,4
Almost Famous,2000,"Drama, Music",7.5,18.712,2110,en,6
Clouds,2020,"Music, Drama, Romance",8.4,18.71,802,en,6
Scooby-Doo! Frankencreepy,2014,"Mystery, Animation, Family, Comedy",7.7,18.709,142,en,0
My Own Private Idaho,1991,"Drama, Adventure",7.1,18.708,866,en,6
Nothing but Trouble,1991,"Comedy, Adventure",5.2,18.707,256,en,3
Get the Grift,2021,"Comedy, Crime",6.6,18.706,70,pt,3
Dance of the Forty One,2020,"Drama, History",8.0,18.704,138,es,6
Tully,2018,"Comedy, Drama",6.8,18.704,1167,en,3
Another Earth,2011,"Drama, Science Fiction",6.7,18.702,1290,en,6
Frankenstein,1931,"Drama, Horror, Science Fiction",7.5,18.702,1110,en,5
Dogville,2003,"Crime, Drama, Thriller",7.8,18.701,1892,en,8
The Fly II,1989,"Horror, Science Fiction, Thriller",5.5,18.7,455,en,7
Petals on the Wind,2014,"TV Movie, Romance, Thriller",6.4,18.694,171,en,4
Boat Trip,2002,Comedy,5.3,18.694,502,en,3
Visitor Q,2001,"Comedy, Drama, Horror, Thriller",6.4,18.694,316,ja,7
Fire with Fire,2012,"Action, Crime, Drama, Thriller",5.7,18.69,558,en,8
Boy Missing,2016,"Mystery, Thriller",6.4,18.683,216,es,4
1492: Conquest of Paradise,1992,"Action, Adventure, Drama, History",6.1,18.683,605,en,1
Of Gods and Men,2010,"Drama, History",6.7,18.682,280,fr,6
The Seven Deadly Sins: Prisoners of the Sky,2018,"Action, Adventure, Fantasy, Animation",7.6,18.677,886,ja,10
The Blob,1988,"Horror, Science Fiction",6.7,18.675,620,en,5
Assimilate,2019,"Horror, Thriller, Science Fiction",6.5,18.671,195,en,7
Intimacy,2001,"Romance, Drama",6.4,18.669,414,en,6
Hulk vs. Wolverine,2009,"Animation, Action, Science Fiction, Adventure, Fantasy",7.1,18.664,186,en,11
The Chorus,2004,Drama,7.7,18.663,1937,fr,6
Battleship Potemkin,1925,"Drama, History",7.7,18.663,840,ru,6
The Great Debaters,2007,Drama,7.2,18.662,439,en,6
The Skeleton Key,2005,"Drama, Horror, Mystery, Thriller",6.6,18.661,1630,en,7
A Night at the Roxbury,1998,"Comedy, Music, Romance",6.6,18.66,678,en,9
Climax,2018,"Drama, Horror, Music",7.1,18.657,1518,fr,5
Paperhouse,1988,"Drama, Fantasy, Horror",6.8,18.656,98,en,5
The Fog,1980,Horror,6.7,18.654,1069,en,5
Open Water,2004,"Drama, Thriller, Horror",5.5,18.653,852,en,7
The Assassination of Jesse James by the Coward Robert Ford,2007,"Action, Drama, Western",7.1,18.651,1946,en,1
Perfect Stranger,2007,Thriller,5.8,18.648,715,en,4
The Hungover Games,2014,Comedy,4.1,18.645,396,en,3
Apollo 18,2011,"Horror, Thriller, Science Fiction",5.3,18.64,784,en,7
Whindersson Nunes: É de Mim Mesmo,2022,Comedy,6.8,18.637,12,pt,3
Ash & Dust,2022,"Crime, Thriller",0.0,18.634,0,en,8
The Life of David Gale,2003,"Drama, Thriller, Crime",7.4,18.632,1561,en,8
Raging Bull,1980,"Drama, History",8.0,18.628,3274,en,6
How Much Do You Love Me?,2005,"Comedy, Romance",5.7,18.623,113,fr,9
Air Strike,2018,"Drama, War, Action, Adventure",4.9,18.621,178,en,1
Shaft,2019,"Action, Crime",6.6,18.62,1350,en,8
The Turning,2020,"Horror, Thriller",6.0,18.618,758,en,7
The Robe,1953,"Drama, History",6.8,18.618,171,en,6
The Santa Clause 2,2002,"Fantasy, Comedy, Family",5.9,18.617,1003,en,0
La Haine,1995,Drama,8.1,18.616,2874,fr,6
Iron Man & Hulk: Heroes United,2013,"Action, Adventure, Animation, Family",5.7,18.615,144,en,0
Mr. Right,2016,"Comedy, Action, Romance, Crime",6.4,18.614,1100,en,9
Logan's Run,1976,"Action, Science Fiction",6.6,18.614,678,en,2
Marvel Studios: Assembling a Universe,2014,"TV Movie, Documentary",7.1,18.607,125,en,3
Fire and Ice,1983,"Animation, Fantasy, Science Fiction",6.5,18.607,169,en,2
Disclosure,2020,Documentary,8.2,18.604,100,en,3
The Gambler,2014,"Thriller, Crime, Drama",5.9,18.6,1114,en,8
See No Evil,2006,"Horror, Thriller",5.4,18.6,492,en,7
Gringo,2018,"Comedy, Action",5.9,18.595,596,en,3
V/H/S/2,2013,"Horror, Thriller",6.3,18.595,775,en,7
Cartel Land,2015,"Drama, Documentary",7.2,18.591,295,en,6
Obsession,2015,"Romance, Thriller",6.2,18.589,135,nl,4
K: Missing Kings,2014,"Animation, Fantasy, Action",6.4,18.589,34,ja,10
Kwaidan,1964,"Fantasy, Horror, Drama",7.8,18.587,254,ja,5
True Grit,2010,"Drama, Adventure, Western",7.3,18.585,4309,en,6
Open Season 3,2010,"Adventure, Animation, Family, Comedy",5.7,18.58,445,en,0
The Personal History of David Copperfield,2019,Comedy,6.5,18.579,332,en,3
Cold Skin,2017,"Horror, Fantasy, Drama",6.2,18.578,440,en,5
Finders Keepers,2014,"Mystery, Thriller, Horror",4.7,18.578,140,en,7
Creepshow 2,1987,"Horror, Comedy",6.2,18.574,394,en,5
Sexology,2016,Documentary,4.8,18.573,4,en,3
Scooby-Doo! Mask of the Blue Falcon,2012,"Animation, Comedy, Fantasy, Adventure, Family",7.9,18.573,114,en,0
Pyewacket,2017,"Thriller, Horror, Drama",5.9,18.572,232,en,7
Live by Night,2016,"Crime, Drama, Thriller",6.2,18.571,1090,en,8
Crows Zero II,2009,"Action, Thriller",7.2,18.568,145,ja,8
The Disappointments Room,2016,"Horror, Drama, Thriller",4.5,18.564,374,en,7
Gnome Alone,2017,"Family, Adventure, Animation, Comedy, Fantasy",6.2,18.56,193,en,0
Kiss and Cry,2017,"Romance, Drama, Music, TV Movie",7.4,18.559,384,en,6
Get Hard,2015,Comedy,6.0,18.559,2224,en,3
Percy,2020,Drama,7.0,18.558,43,en,6
Mommy,2014,Drama,8.3,18.556,2241,fr,6
The Bride of Frankenstein,1935,"Drama, Horror, Science Fiction",7.6,18.556,658,en,5
Piranhaconda,2012,"Horror, Science Fiction, Comedy",5.2,18.554,106,en,5
What We Do in the Shadows,2014,"Comedy, Horror",7.6,18.553,2744,en,5
Spring Breakers,2013,"Drama, Crime",5.2,18.552,3360,en,6
Blue My Mind,2017,"Fantasy, Drama",6.8,18.551,175,de,6
A Christmas Carol,1984,"Drama, Fantasy, TV Movie, Family",7.3,18.546,241,en,6
The Ouija Exorcism,2015,Horror,4.2,18.54,24,en,5
A Matter of Loaf and Death,2008,"Animation, Comedy, Family",7.3,18.539,360,en,0
The Girl Next Door 2,2018,Romance,8.3,18.538,4,ko,9
Hard Boiled,1992,"Action, Thriller, Crime",7.6,18.538,536,cn,8
25th Hour,2002,"Crime, Drama",7.4,18.538,1864,en,6
*batteries not included,1987,"Science Fiction, Comedy, Family, Fantasy",6.7,18.534,534,en,0
Sin tetas no hay paraíso,2010,"Crime, Drama",7.2,18.531,46,es,6
Notorious,2009,"Music, Drama, History",6.9,18.531,533,en,6
Marvel One-Shot: The Consultant,2011,"Adventure, Fantasy, Science Fiction, Action",6.5,18.524,340,en,11
X-Cross,2007,"Action, Horror",6.2,18.522,31,ja,5
Lock Up,1989,"Action, Crime",6.7,18.52,881,en,8
Antiporno,2017,Drama,6.9,18.518,285,ja,6
Forsaken,2015,Western,6.0,18.509,257,en,3
Cake,2014,Drama,6.3,18.509,783,en,6
Blue Velvet,1986,"Drama, Crime, Mystery, Thriller",7.6,18.504,2480,en,8
Potter's Ground,2021,"Drama, Thriller, Western",6.3,18.501,28,en,4
The Idiots,1998,"Comedy, Drama",6.5,18.501,387,da,3
The Sand Pebbles,1966,"Adventure, War",7.2,18.499,176,en,10
A Letter to Momo,2012,"Comedy, Fantasy, Animation, Drama, Family",7.5,18.496,271,ja,0
A Christmas Prince,2017,"Romance, TV Movie",6.7,18.495,1272,en,9
Magnum Force,1973,"Drama, Crime, Action",7.2,18.495,763,en,1
Tapped Out,2014,"Action, Drama",5.7,18.493,45,en,1
The Snitch Cartel,2012,"Drama, Crime",7.0,18.492,66,es,6
Middle Men,2009,"Drama, Comedy, Crime",6.5,18.492,229,en,3
Dracula's Daughter,1936,"Drama, Fantasy, Horror",6.2,18.491,101,en,5
Phineas and Ferb: Star Wars,2014,"Animation, Comedy, Family, Science Fiction, Adventure, TV Movie",7.1,18.488,138,en,0
The Guardian,2006,"Drama, Action",7.1,18.487,1170,en,1
Dirty Harry,1971,"Action, Crime, Thriller",7.5,18.486,1781,en,8
Big Gold Brick,2022,"Comedy, Fantasy",4.1,18.483,6,en,3
Stuart Little 3: Call of the Wild,2005,"Fantasy, Animation, Comedy, Family",5.3,18.482,392,en,0
A Very Harold & Kumar Christmas,2011,Comedy,6.0,18.48,748,en,3
The Smurfs: A Christmas Carol,2011,"Comedy, Family, Animation",6.7,18.479,202,en,0
Revenge,1990,"Romance, Thriller, Drama",6.6,18.479,337,en,4
Scared Shrekless,2010,"Animation, Comedy",6.4,18.478,303,en,3
Big Fat Liar,2002,"Family, Comedy, Adventure",5.9,18.477,664,en,0
Spotlight,2015,"Drama, History",7.8,18.475,7056,en,6
Ginger Snaps 2: Unleashed,2004,"Drama, Horror",6.5,18.47,234,en,5
LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,2015,"Animation, Action, Adventure, Family, Comedy",6.9,18.465,85,en,0
Hollow Point,2019,Action,6.8,18.464,106,en,2
Just My Luck,2006,"Comedy, Drama, Family, Fantasy, Romance",6.1,18.463,1579,en,9
Thoroughbreds,2018,"Drama, Thriller",6.4,18.461,867,en,4
Volcano,1997,"Science Fiction, Action, Drama, Thriller",5.8,18.461,1142,en,1
The Place Beyond the Pines,2013,"Drama, Crime",6.9,18.454,4029,en,6
Once Upon a Time in China,1991,"Action, Drama",7.2,18.449,301,cn,1
Burning,2018,"Mystery, Drama, Thriller",7.4,18.446,1109,ko,4
