title,release_year,genre,vote_average,popularity,vote_count,original_language,cluster
Reminiscence,2021,"Science Fiction, Mystery",6.9,39.419,1090,en,2
Titanic II,2010,"Action, Adventure, Thriller",4.9,39.402,295,en,10
The Grandmother,2022,Horror,6.9,39.392,12,es,5
It Follows,2015,"Horror, Mystery",6.6,39.391,5112,en,5
Independence Daysaster,2013,"Action, Science Fiction",4.5,39.383,63,en,2
Death Race,2008,"Action, Thriller, Science Fiction",6.2,39.383,3006,en,2
Ghosts of Girlfriends Past,2009,"Fantasy, Comedy, Romance",5.9,39.329,1927,en,9
The Exorcism of Emily Rose,2005,"Crime, Drama, Horror, Thriller",6.5,39.329,2205,en,7
Kizumonogatari Part 2: Nekketsu,2016,"Animation, Fantasy, Mystery",8.1,39.323,130,ja,0
The Marine 3: Homefront,2013,Action,6.3,39.318,147,en,2
The Guide to the Perfect Family,2021,"Comedy, Drama",6.5,39.254,81,fr,3
14 Peaks: Nothing Is Impossible,2021,Documentary,7.5,39.25,152,en,3
Evangelion: 2.0 You Can (Not) Advance,2009,"Animation, Science Fiction, Action, Drama",7.9,39.25,581,ja,2
Ocean's Eleven,2001,"Thriller, Crime",7.4,39.227,9543,en,8
Leprechaun 3,1995,"Comedy, Fantasy, Horror",5.9,39.208,211,en,5
Halloween,1978,"Horror, Thriller",7.6,39.207,4104,en,7
Left Behind,2014,"Thriller, Action, Science Fiction",4.2,39.203,1073,en,2
Splice,2009,"Horror, Thriller, Science Fiction",5.8,39.189,1722,en,7
Batman: Bad Blood,2016,"Science Fiction, Action, Animation",7.2,39.175,618,en,2
Oxygen,2021,"Science Fiction, Thriller, Horror",6.6,39.174,956,fr,7
Saint Seiya: Legend of Crimson Youth,1988,"Action, Animation, Fantasy",7.5,39.159,134,ja,10
Afterlife of the Party,2021,"Fantasy, Comedy, Drama",6.9,39.156,331,en,3
The Secret World of Arrietty,2010,"Fantasy, Animation, Family",7.6,39.151,2138,ja,0
About Time,2013,"Drama, Romance, Fantasy",7.9,39.13,6761,en,6
Stoker,2013,"Drama, Horror, Thriller",6.6,39.126,1827,en,7
The Witch,2015,"Drama, Fantasy, Horror, Mystery",6.9,39.068,5316,en,5
Skin Trade,2014,"Thriller, Action, Drama",6.0,39.053,183,en,1
Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",7.9,39.02,11494,en,8
The Boss Baby: Get That Baby!,2020,"Comedy, Family, Animation",6.9,39.015,40,en,0
Beetlejuice,1988,"Fantasy, Comedy",7.4,39.0,5302,en,3
Leatherface: The Texas Chainsaw Massacre III,1990,Horror,5.3,38.993,355,en,5
The Outlaws,2017,"Crime, Action",7.8,38.962,168,ko,8
The Last Boy Scout,1991,"Action, Thriller",6.8,38.955,1403,en,8
Green Street Hooligans,2005,"Crime, Drama",7.2,38.945,1866,en,6
Live Free or Die Hard,2007,"Action, Thriller",6.6,38.91,4732,en,8
I Can Only Imagine,2018,"Music, Drama",7.5,38.888,358,en,6
Trainwreck,2015,"Comedy, Romance",5.8,38.888,2257,en,9
Superman/Batman: Public Enemies,2009,"Science Fiction, Animation, Action, Adventure, Family",7.0,38.864,476,en,11
The Irishman,2019,"Crime, Drama, History",7.6,38.837,5246,en,6
Barbie Fairytopia: Magic of the Rainbow,2007,"Animation, Family, Fantasy, Romance",6.8,38.837,343,en,0
Hitman,2007,"Action, Thriller, Drama",6.1,38.827,2621,en,1
Sky Sharks,2020,"Horror, Science Fiction, Comedy",5.2,38.817,54,en,5
Finding You,2021,"Romance, Drama",6.5,38.812,45,en,6
The Wind Rises,2013,"Family, Drama, Animation, War, History, Romance",7.8,38.789,2179,ja,6
Barbie: The Princess & The Popstar,2012,"Family, Animation",7.1,38.788,469,en,0
Sex Drive,2008,"Comedy, Adventure, Romance",6.3,38.743,1011,en,9
Double Impact,1991,"Thriller, Action, Crime, Drama",6.0,38.741,763,en,8
Dead Poets Society,1989,Drama,8.3,38.74,8927,en,6
Star Trek Beyond,2016,"Action, Adventure, Science Fiction",6.8,38.739,5645,en,11
Sugar Daddy,2021,Drama,6.2,38.726,22,en,6
Charlie's Angels: Full Throttle,2003,"Action, Adventure, Comedy",5.4,38.715,2508,en,10
Bambi II,2006,"Animation, Drama, Family",6.5,38.705,784,en,0
ParaNorman,2012,"Family, Animation, Adventure, Comedy",6.9,38.654,2035,en,0
Batman Beyond: Return of the Joker,2000,"Animation, Family, Action, Science Fiction",7.4,38.653,693,en,2
Invasion,2020,"Science Fiction, Drama, Romance, Action",6.9,38.635,616,ru,1
A House on the Bayou,2021,"Horror, Thriller",5.8,38.633,24,en,7
Journey to the Center of the Earth,2008,"Action, Science Fiction, Adventure, Comedy, Family",6.0,38.631,3964,en,11
Friday the 13th: The Final Chapter,1984,Horror,6.1,38.614,940,en,5
Horton Hears a Who!,2008,"Animation, Comedy, Family, Adventure, Fantasy",6.5,38.574,2670,en,0
War of the Worlds,2005,"Adventure, Thriller, Science Fiction",6.5,38.546,6742,en,11
How to Be a Latin Lover,2017,Comedy,6.9,38.537,520,en,3
The Return of Jafar,1994,"Family, Adventure, Animation, Romance",6.1,38.519,2381,en,0
Die Hard: With a Vengeance,1995,"Action, Thriller",7.2,38.518,4898,en,8
Lego DC Batman: Family Matters,2019,"Animation, Family, Action, Comedy",7.0,38.517,98,en,0
Dr. No,1962,"Adventure, Action, Thriller",7.0,38.497,2717,en,10
Underwater,2020,"Action, Horror, Science Fiction, Thriller",6.3,38.49,2358,en,2
High School,2010,Comedy,5.8,38.45,111,en,3
From Paris with Love,2010,"Action, Crime, Thriller",6.2,38.441,1587,en,8
Superfast!,2015,"Comedy, Action",5.0,38.423,286,en,3
The Ash Lad: In the Hall of the Mountain King,2017,"Adventure, Fantasy",6.6,38.419,218,no,10
A Nightmare on Elm Street,2010,"Horror, Mystery, Thriller",5.5,38.399,2187,en,7
Time Trap,2017,"Science Fiction, Adventure",6.1,38.39,762,en,11
The Girl on the Train,2016,"Crime, Drama, Mystery, Thriller",6.4,38.362,4942,en,8
Euphoria,2018,Drama,6.5,38.357,179,it,6
Fever Dream,2021,"Thriller, Drama, Mystery, Horror",6.0,38.342,83,es,7
Friday the 13th Part VIII: Jason Takes Manhattan,1989,"Horror, Thriller",5.0,38.328,734,en,7
"Love, Chunibyo & Other Delusions! Rikka Version",2013,"Comedy, Animation, Drama, Romance",7.0,38.31,59,ja,9
Planes,2013,"Animation, Family, Adventure, Comedy",5.9,38.3,1335,en,0
Yes Day,2021,"Comedy, Family",6.9,38.292,798,en,3
Spell,2020,"Thriller, Horror",6.4,38.263,260,en,7
The Owners,2020,"Thriller, Horror",5.8,38.261,231,en,7
The Irregular at Magic High School: The Girl Who Summons the Stars,2017,"Science Fiction, Action, Animation, Fantasy",6.0,38.26,36,ja,2
Big Game,2014,"Action, Adventure, Thriller",5.5,38.255,943,en,10
Son of God,2014,Drama,6.8,38.252,227,en,6
Blade: Trinity,2004,"Action, Horror, Fantasy",5.9,38.246,3101,en,5
Nacho Libre,2006,"Comedy, Family",6.3,38.228,1217,en,3
The Last King,2016,"Action, Adventure, Drama, History",5.7,38.22,190,no,1
Godzilla: The Planet Eater,2018,"Animation, Science Fiction, Action, Adventure, Fantasy",6.5,38.218,219,ja,11
The Contractor,2022,"Action, Thriller",5.0,38.131,2,en,8
Epic,2013,"Animation, Adventure, Family, Fantasy",6.5,38.131,2274,en,0
Toys of Terror,2021,Horror,6.3,38.127,4,en,5
Assault on Wall Street,2013,"Drama, Thriller, Action",5.9,38.11,382,en,1
Child's Play,2019,Horror,6.0,38.097,1507,en,5
A Werewolf Boy,2012,"Romance, Fantasy",7.7,38.068,199,ko,9
The Secret of the Magic Gourd,2007,"Drama, Family, Fantasy",7.3,38.068,86,zh,6
LEGO Hidden Side: Night of the Harbinger,2020,Animation,5.2,38.066,3,en,0
Phantom of the Kill: Zero's Rebellion,2016,"Action, Adventure, Animation, Fantasy, Mystery",6.8,38.022,4,ja,10
The Happening,2008,"Thriller, Science Fiction",5.3,38.013,2725,en,4
461 Days of Bento: A Promise Between Father and Son,2020,"Drama, Family",5.0,38.002,2,ja,6
Aladdin and the King of Thieves,1996,"Adventure, Animation, Family",6.3,37.97,1550,en,0
Sweetheart,2019,"Horror, Thriller",6.5,37.968,236,en,7
The Return of the Texas Chainsaw Massacre,1995,Horror,4.2,37.955,399,en,5
Don't Kill It,2016,"Fantasy, Horror",6.2,37.942,160,en,5
Enemy at the Gates,2001,"Drama, War, History",7.4,37.942,2763,en,6
Scooby-Doo! Curse of the Lake Monster,2010,"Mystery, Fantasy, Comedy, Adventure",6.2,37.938,396,en,10
Iron Sky,2012,"Action, Comedy, Science Fiction",5.7,37.937,1274,en,2
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,Horror,5.8,37.908,1351,en,5
You Don't Mess with the Zohan,2008,"Comedy, Action",5.7,37.905,2997,en,3
The Most Beautiful Boy in the World,2021,Documentary,7.4,37.896,17,en,3
AVP: Alien vs. Predator,2004,"Adventure, Science Fiction, Action, Horror",5.9,37.87,3415,en,11
The Sadness,2021,"Thriller, Horror",6.4,37.867,17,zh,7
Unthinkable,2010,"Drama, Thriller",6.7,37.856,918,en,4
The Great Gatsby,2013,"Drama, Romance",7.4,37.848,10285,en,6
Big Momma's House 2,2006,"Comedy, Crime",5.7,37.822,1281,en,3
The Unfamiliar,2020,"Thriller, Horror",6.0,37.812,66,en,7
Ice Age: A Mammoth Christmas,2011,"Animation, Family, TV Movie",6.4,37.81,508,en,0
5 Centimeters per Second,2007,"Animation, Drama, Romance",7.3,37.808,1449,ja,6
Inuyashiki,2018,"Action, Adventure, Science Fiction, Fantasy",7.7,37.801,108,ja,11
Death Wish,2018,"Action, Crime, Drama, Thriller",6.1,37.794,2104,en,8
I Give My First Love to You,2009,"Drama, Comedy, Romance",7.4,37.794,80,ja,9
In This Corner of the World,2016,"Drama, Animation, Romance, War, History",8.1,37.793,432,ja,6
Daytime Shooting Star,2017,Romance,7.8,37.787,52,ja,9
The Howling,1981,Horror,6.5,37.783,530,en,5
The Last Samurai,2003,"Drama, Action, War, History",7.5,37.763,5462,en,1
Meet the Spartans,2008,Comedy,4.0,37.75,1291,en,3
Paprika,1991,Drama,7.0,37.713,267,it,6
The Lighthouse,2019,"Drama, Fantasy, Thriller, Horror",7.5,37.681,3225,en,7
Anacondas: The Hunt for the Blood Orchid,2004,"Adventure, Action, Horror, Thriller",5.4,37.678,713,en,7
Outlander,2008,"Fantasy, Action, Science Fiction",6.4,37.658,961,en,2
Charlie's Angels,2019,"Action, Adventure, Comedy, Science Fiction",6.6,37.656,2381,en,11
Mine,2016,Thriller,6.6,37.643,1075,en,4
"Love, Strange Love",1982,Drama,5.8,37.624,35,pt,6
The Empty Man,2020,"Horror, Mystery, Thriller",6.1,37.606,380,en,7
Dumbo,2019,"Family, Fantasy, Adventure",6.7,37.602,3709,en,10
From Russia with Love,1963,"Action, Thriller, Adventure",7.1,37.596,2220,en,10
Rocky V,1990,Drama,5.7,37.595,2424,en,6
The Tragedy of Macbeth,2021,"Drama, War",7.0,37.585,312,en,6
Bleach the Movie: Hell Verse,2010,"Action, Animation, Fantasy, Adventure",7.3,37.579,116,ja,10
Cry Macho,2021,"Western, Drama",6.2,37.569,541,en,6
Free Willy,1993,"Family, Adventure, Drama",6.2,37.557,1430,en,6
Odnoklassniki.ru: The Magic Laptop,2013,"Comedy, Romance",3.6,37.543,15,ru,9
Halloween 4: The Return of Michael Myers,1988,"Horror, Thriller",6.1,37.538,1110,en,7
Sinister,2012,"Horror, Thriller, Mystery",6.8,37.531,4293,en,7
Blade II,2002,"Fantasy, Horror, Action, Thriller",6.5,37.53,3753,en,7
C'mon C'mon,2021,Drama,7.7,37.495,140,en,6
The Ring Two,2005,"Drama, Horror, Thriller",5.7,37.476,1843,en,7
Sleepy Hollow,1999,"Drama, Fantasy, Thriller, Mystery, Horror",7.1,37.445,5399,en,7
The Hot Chick,2002,"Comedy, Fantasy",6.3,37.444,1549,en,3
Brahms: The Boy II,2020,"Horror, Mystery, Thriller",6.0,37.415,967,en,7
Escape Room,2017,"Horror, Thriller, Fantasy",5.0,37.407,147,en,7
The Punisher,2004,"Action, Crime, Drama",6.3,37.403,2180,en,1
Twelve Monkeys,1995,"Science Fiction, Thriller, Mystery",7.6,37.403,6721,en,4
Die Another Day,2002,"Adventure, Action, Thriller",5.9,37.392,2776,en,10
Men of Honor,2000,Drama,7.4,37.368,1717,en,6
The Empire Strikes Back,1980,"Adventure, Action, Science Fiction",8.4,37.368,13926,en,11
Teen Titans: The Judas Contract,2017,"Science Fiction, Animation, Action",7.5,37.359,521,en,2
Lion,2016,Drama,8.1,37.359,5626,en,6
Codename: Kids Next Door - Operation Z.E.R.O.,2006,"Animation, Science Fiction, TV Movie",8.1,37.354,105,en,2
Iron Mask,2019,"Adventure, Fantasy",6.2,37.323,280,ru,10
Big Stan,2007,Comedy,6.3,37.317,600,en,3
Everest,2015,"Drama, Adventure, History",6.8,37.304,4081,en,6
Ouija,2014,Horror,5.1,37.244,2300,en,5
A Serbian Film,2010,"Crime, Horror, Thriller",5.5,37.191,1417,sr,7
Antebellum,2020,Horror,6.3,37.187,663,en,5
Kimetsu no Yaiba Orchestra Concert,2021,Music,2.0,37.181,1,ja,3
Bayonetta: Bloody Fate,2013,"Animation, Action, Fantasy",6.5,37.147,66,ja,10
Hostel: Part III,2011,Horror,5.1,37.136,859,en,5
The Babysitters,2008,Drama,5.9,37.122,324,en,6
The Dude in Me,2019,"Fantasy, Comedy",8.1,37.118,81,ko,3
Books of Blood,2020,"Horror, Science Fiction",6.6,37.09,227,en,5
What Lies Below,2020,"Horror, Mystery, Thriller, Science Fiction",5.3,37.085,106,en,7
The Rover,2014,"Crime, Drama",6.3,37.079,732,en,6
Species,1995,"Science Fiction, Horror, Action",5.9,37.077,1225,en,2
A Week Away,2021,"Drama, Family, Music, Romance",7.1,37.074,276,en,6
The Loft,2014,Thriller,6.4,37.074,1200,en,4
Good Boys,2019,Comedy,6.9,37.072,1427,en,3
Semen Demon,2005,"Horror, Fantasy",6.3,37.032,10,en,5
Transformers: Revenge of the Fallen,2009,"Science Fiction, Action, Adventure",6.1,37.032,6945,en,11
The Social Network,2010,Drama,7.3,37.03,9796,en,6
Piranha,1978,"Horror, Comedy",5.9,37.018,455,en,5
The Virginity Hit,2010,Comedy,4.6,36.956,58,en,3
S.W.A.T.,2003,"Action, Thriller, Crime",6.1,36.952,1944,en,8
Leprechaun 2,1994,"Comedy, Horror",5.5,36.944,212,en,5
The Protector 2,2013,Action,5.9,36.941,190,th,2
21 Bridges,2019,"Crime, Action, Drama",6.8,36.928,1486,en,1
Tinker Bell,2008,"Animation, Family, Adventure, Fantasy",6.8,36.918,1097,en,0
Lionheart,1990,Action,6.5,36.858,764,en,2
Batman: Assault on Arkham,2014,"Thriller, Animation, Action, Crime",7.4,36.852,878,en,8
Amélie,2001,"Comedy, Romance",7.9,36.848,9515,fr,9
Thor: Love and Thunder,2022,"Action, Adventure, Fantasy",0.0,36.831,0,en,10
God's Not Dead,2014,Drama,6.0,36.823,734,en,6
Psycho,1960,"Horror, Drama, Thriller",8.4,36.789,8012,en,7
Freaky,2020,"Comedy, Fantasy, Horror, Thriller",6.7,36.775,978,en,7
The Paperboy,2012,"Thriller, Drama, Mystery",5.6,36.773,599,en,4
I Believe,2017,Family,7.0,36.77,54,en,0
Danny Boy,2021,"Drama, War, TV Movie",6.8,36.756,86,en,6
Batman and Harley Quinn,2017,"Adventure, Action, Animation, Science Fiction",6.2,36.744,470,en,11
Unfaithful,2002,"Thriller, Drama",6.6,36.743,1152,en,4
Young & Beautiful,2013,Drama,6.4,36.734,970,fr,6
Anoko no Toriko,2018,"Romance, Comedy",5.9,36.711,11,ja,9
Charlie's Angels,2000,"Action, Adventure, Comedy, Crime, Thriller",5.8,36.707,3431,en,8
Frankenweenie,2012,"Animation, Comedy, Family",6.9,36.696,2638,en,0
47 Meters Down,2017,"Horror, Drama, Thriller, Adventure",5.8,36.692,2308,en,7
The Karate Kid,1984,"Action, Family, Drama",7.2,36.688,3202,en,1
The Black Phone,2022,Horror,8.2,36.686,5,en,5
Police Academy 3: Back in Training,1986,"Comedy, Crime",5.7,36.686,923,en,3
JJ+E,2021,"Romance, Drama",5.5,36.672,64,sv,6
Night at the Museum,2006,"Action, Adventure, Comedy, Family, Fantasy",6.6,36.658,8493,en,10
Man on Fire,2004,"Action, Drama, Thriller",7.4,36.644,4024,en,1
Anger Management,2003,Comedy,6.1,36.626,2464,en,3
Deep Blue Sea,1999,"Action, Horror, Science Fiction",5.9,36.624,1884,en,2
Aquaman: Heroines of Atlantis,2019,Documentary,7.4,36.616,18,en,3
Garo: Divine Flame,2016,"Action, Animation",5.3,36.614,10,ja,2
12 Strong,2018,"War, Drama, Action, History",6.1,36.611,2271,en,1
The Bourne Ultimatum,2007,"Action, Drama, Mystery, Thriller",7.4,36.591,6322,en,1
The Boy from Medellín,2020,"Documentary, Music",5.9,36.588,81,en,3
The Moment You Fall in Love,2016,"Drama, Animation, Romance, Comedy",7.6,36.588,116,ja,9
[REC],2007,"Horror, Mystery",7.2,36.562,3337,es,5
Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,2014,"Family, Animation, Adventure",7.0,36.534,53,ja,0
Arthur and the Invisibles,2006,"Adventure, Fantasy, Animation, Family",6.4,36.529,2412,en,0
A Monster in Paris,2011,"Adventure, Animation, Comedy, Family, Fantasy",6.8,36.527,1010,fr,0
Tokyo Ghoul 'S',2019,"Action, Horror, Science Fiction, Fantasy",6.9,36.514,67,ja,2
The Nutcracker and the Four Realms,2018,"Fantasy, Adventure, Family",6.1,36.503,1812,en,10
The Grand Budapest Hotel,2014,"Comedy, Drama",8.1,36.5,12055,en,3
Upgrade,2018,"Action, Thriller, Science Fiction",7.5,36.47,3262,en,2
Step Up 3D,2010,"Drama, Romance",6.8,36.47,1647,en,6
Impossible Things,2021,"Family, Drama",9.1,36.466,82,es,6
Kill Command,2016,"Action, Horror, Science Fiction",5.5,36.461,467,en,2
Below Her Mouth,2017,"Drama, Romance",6.8,36.453,944,en,6
A Cinderella Story: If the Shoe Fits,2016,"Comedy, Family, Fantasy, Music",7.2,36.434,735,en,0
Kingdom of Heaven,2005,"Drama, Action, Adventure, History, War",6.8,36.433,3228,en,1
Paul Blart: Mall Cop 2,2015,"Action, Comedy, Family",5.2,36.414,1288,en,3
Jack Ryan: Shadow Recruit,2014,"Action, Drama, Thriller",6.1,36.399,2385,en,1
The Departed,2006,"Drama, Thriller, Crime",8.2,36.395,12139,en,8
Ben-Hur,2016,"Action, History, Adventure, Drama",5.7,36.375,1434,en,1
Miss March,2009,"Comedy, Romance",5.5,36.366,272,en,9
Blood and Bone,2009,"Action, Drama, Thriller",7.4,36.347,536,en,1
Gnomeo & Juliet,2011,"Animation, Family",5.8,36.336,1620,en,0
Everly,2015,"Thriller, Action",5.5,36.302,436,en,8
The Mechanic,2011,"Action, Thriller, Crime",6.4,36.299,2549,en,8
Goldfinger,1964,"Adventure, Action, Thriller",7.4,36.298,2750,en,10
"Love, Simon",2018,"Comedy, Drama, Romance",8.1,36.297,5287,en,9
The Beguiled,2017,Drama,5.9,36.252,1864,en,6
Turbo,2013,"Animation, Family",6.2,36.217,2626,en,0
Legally Blonde,2001,Comedy,6.7,36.208,3006,en,3
Lights Out,2016,"Horror, Thriller, Mystery",6.3,36.206,3226,en,7
Back to the Future Part III,1990,"Adventure, Comedy, Science Fiction",7.4,36.202,8486,en,11
Poltergeist,1982,Horror,7.1,36.183,2256,en,5
I Am a Hero,2016,"Action, Science Fiction, Fantasy, Horror",7.3,36.174,251,ja,2
Home Alone 4,2002,"Comedy, Family, TV Movie",4.5,36.155,959,en,3
Girls Trip,2017,Comedy,6.8,36.145,1311,en,3
Playing It Cool,2014,"Comedy, Romance",5.9,36.143,632,en,9
The Binding,2020,"Horror, Thriller, Drama",5.5,36.136,188,it,7
Godzilla,1998,"Science Fiction, Action, Thriller",5.6,36.134,3085,en,2
Haunting of the Mary Celeste,2020,Horror,5.8,36.121,28,en,5
Lassie Come Home,2020,"Adventure, Family",6.6,36.118,80,de,0
Lara Croft: Tomb Raider,2001,"Adventure, Fantasy, Action, Thriller",5.9,36.113,5142,en,10
Avengers Grimm,2015,"Action, Fantasy",4.2,36.107,89,en,10
E.T. the Extra-Terrestrial,1982,"Science Fiction, Adventure, Family, Fantasy",7.5,36.104,9309,en,11
Los perros,2017,Drama,5.7,36.102,16,es,6
Atomic Blonde,2017,"Action, Thriller",6.4,36.085,5315,en,8
The Dictator,2012,Comedy,6.1,36.074,4735,en,3
Robin Hood,2018,"Adventure, Action, Thriller",5.9,36.072,2453,en,10
Training Day,2001,"Action, Crime, Drama, Thriller",7.4,36.062,4563,en,8
The Lego Ninjago Movie,2017,"Family, Animation, Action, Adventure, Comedy",6.5,36.049,780,en,0
Baby on Board,2009,"Comedy, Romance",4.8,36.001,79,en,9
Pixie Hollow Games,2011,"Animation, Family",6.9,35.98,237,en,0
Basic Instinct,1992,"Thriller, Mystery",6.9,35.979,2889,en,4
Sniper: Ultimate Kill,2017,"Action, Drama, Thriller",6.5,35.948,219,en,1
Trinity Seven: Eternity Library & Alchemic Girl,2017,"Animation, Action, Comedy, Fantasy",7.4,35.938,44,ja,10
Bleeding Steel,2017,"Action, Science Fiction, Thriller",5.9,35.912,375,zh,2
Halloween,2007,Horror,6.2,35.911,1750,en,5
A World For Julius,2021,"Drama, TV Movie",7.2,35.909,29,es,6
The DUFF,2015,"Romance, Comedy",6.8,35.894,3946,en,9
Tremors: A Cold Day in Hell,2018,"Action, Adventure, Science Fiction, Fantasy, Comedy, Horror",6.0,35.893,298,en,11
Resident Evil: Vendetta,2017,"Animation, Horror, Adventure, Mystery, Action, Science Fiction",6.9,35.893,730,ja,11
The Princess Diaries 2: Royal Engagement,2004,"Comedy, Drama, Family, Romance",6.6,35.89,2712,en,9
The Skin I Live In,2011,"Thriller, Drama, Horror",7.5,35.867,3422,es,7
RoboCop,1987,"Action, Thriller, Science Fiction",7.3,35.864,3868,en,2
Curse of Chucky,2013,"Horror, Thriller",5.8,35.86,1195,en,7
Underworld: Evolution,2006,"Fantasy, Action, Thriller",6.6,35.858,3322,en,8
Oldboy,2003,"Drama, Thriller, Mystery, Action",8.3,35.848,6500,ko,1
Cashback,2006,"Drama, Comedy, Romance",7.0,35.844,926,en,9
"Love, Chunibyo & Other Delusions! Take On Me",2018,"Animation, Comedy, Fantasy",7.9,35.843,68,ja,0
Bullet Train,2022,"Action, Thriller",0.0,35.832,0,en,8
Once Upon a Time in America,1984,"Drama, Crime",8.4,35.818,4053,en,6
Seven Minutes,2009,Comedy,3.8,35.806,8,es,3
Cats & Dogs,2001,"Family, Comedy",5.4,35.783,1298,en,3
To All the Boys: P.S. I Still Love You,2020,"Romance, Comedy",6.9,35.775,2158,en,9
Tamako Love Story,2014,"Romance, Animation, Comedy",7.0,35.774,105,ja,9
Little Big Mouth,2021,Comedy,5.6,35.772,22,en,3
I Feel Pretty,2018,"Comedy, Romance",6.4,35.77,1804,en,9
The Three Deaths of Marisela Escobedo,2020,"Documentary, Crime",9.0,35.767,183,es,3
Lone Survivor,2013,"War, Action, Drama, History",7.4,35.759,3421,en,1
Murder on the Orient Express,2017,"Mystery, Crime, Drama",6.7,35.756,8138,en,6
Berserk: The Golden Age Arc III - The Advent,2013,"Action, Adventure, Drama, Fantasy, Animation",7.6,35.748,233,ja,10
The Last House on the Left,2009,"Crime, Thriller, Horror, Drama",6.4,35.748,1303,en,7
Platoon,1986,"Drama, War, Action",7.7,35.744,3466,en,1
Quest for Camelot,1998,"Fantasy, Animation, Drama, Romance, Family",6.9,35.742,655,en,0
My Sister's Keeper,2009,Drama,7.4,35.725,1733,en,6
Death Proof,2007,"Action, Thriller",6.8,35.701,4015,en,8
Sex and Zen,1991,"Drama, Adventure, Comedy, Romance",5.5,35.699,41,cn,9
The Heist of the Century,2020,"Comedy, Thriller, Crime",7.9,35.692,598,es,8
Renegades,2017,"Thriller, Action",5.7,35.662,264,en,8
